Pàgines més visitades,Clics,Impressions,CTR,Posició
https://discurso360.com/discurso-de-despedida-de-secundaria-que-haga-llorar/,0,10,0%,72.2
https://discurso360.com/temas-para-un-discurso-de-oratoria/,0,10,0%,72.3
https://discurso360.com/palabras-de-despedida-para-estudiantes-que-se-graduan/,0,10,0%,73.4
https://discurso360.com/palabras-de-despedida-para-sexto-grado/,0,10,0%,74.7
https://discurso360.com/palabras-de-despedida-a-companeros-de-trabajo-que-se-jubila/,0,10,0%,74.8
https://discurso360.com/frases-de-despedida-a-un-amigo-fallecido/,0,10,0%,74.9
https://discurso360.com/palabras-de-despedida-salida-de-secundaria/,0,10,0%,75.7
https://discurso360.com/mensaje-de-bienvenida-a-companeros-de-trabajo/,0,10,0%,76.7
https://discurso360.com/palabras-bienvenida-boda/,0,10,0%,77.6
https://discurso360.com/brindis-de-15-anos-palabras/,0,10,0%,78.8
https://discurso360.com/partes-de-un-discurso/,0,10,0%,79.6
https://discurso360.com/discurso-boda-amiga-original/,0,10,0%,80.2
https://discurso360.com/discurso-de-despedida-por-jubilacion-docente/,0,10,0%,81.5
https://discurso360.com/frases-de-graduacion-para-mi/,0,10,0%,81.7
https://discurso360.com/palabras-de-agradecimiento-para-ninos-de-preescolar/,0,10,0%,81.8
https://discurso360.com/palabras-de-agradecimiento-trabajo/,0,10,0%,81.9
https://discurso360.com/copas-para-quinceanera-brindis/,0,10,0%,82.3
https://discurso360.com/frases-despedida-companera/,0,10,0%,83.4
https://discurso360.com/frases-de-agradecimiento-por-asistir-a-un-evento/,0,10,0%,83.6
https://discurso360.com/frases-de-agradecimiento-a-un-hijo/,0,10,0%,84.3
https://discurso360.com/discurso-para-cabildo-infantil/,0,9,0%,7
https://discurso360.com/renovar-votos-de-amistad/,0,9,0%,7.56
https://discurso360.com/discurso-cumpleanos-80-anos-papa/,0,9,0%,24.67
https://discurso360.com/brindis-para-ninos/,0,9,0%,26.33
https://discurso360.com/palabras-para-un-maestro-ejemplar/,0,9,0%,41.67
https://discurso360.com/carta-para-motivar-a-un-equipo-de-futbol/,0,9,0%,48.89
https://discurso360.com/poema-a-mi-madrina/,0,9,0%,49.11
https://discurso360.com/cumple-50-anos/,0,9,0%,60.33
https://discurso360.com/frases-para-padrinos-de-bautizo/,0,9,0%,61.67
https://discurso360.com/frases-para-discurso-de-graduacion-de-primaria/,0,9,0%,61.89
https://discurso360.com/discurso-hitler-video/,0,9,0%,63
https://discurso360.com/dedicatoria-jubilacion-companera-de-trabajo/,0,9,0%,65.33
https://discurso360.com/palabras-de-bienvenida-a-una-fiesta-de-graduacion/,0,9,0%,66.11
https://discurso360.com/mensaje-para-maestra-agradecimiento/,0,9,0%,69.56
https://discurso360.com/que-decir-en-un-servicio-funeral/,0,9,0%,70
https://discurso360.com/textos-graciosos-para-bodas-civiles/,0,9,0%,72.89
https://discurso360.com/frases-boda-amigos/,0,9,0%,75.56
https://discurso360.com/palabras-de-agradecimiento-de-una-maestra-a-sus-alumnos/,0,9,0%,76.44
https://discurso360.com/palabras-de-despedida-y-agradecimiento-a-una-amiga/,0,9,0%,76.44
https://discurso360.com/mensajes-de-despedida-para-una-companera-de-trabajo/,0,9,0%,78
https://discurso360.com/discurso-boda-hermana-gracioso/,0,9,0%,78.11
https://discurso360.com/mensajes-de-agradecimiento-a-una-hija/,0,9,0%,78.22
https://discurso360.com/discurso-para-padrino-de-brindis-de-boda/,0,9,0%,80.11
https://discurso360.com/palabras-para-jubilados-docentes/,0,9,0%,80.44
https://discurso360.com/palabras-para-un-graduado-de-bachiller/,0,9,0%,80.56
https://discurso360.com/el-mejor-discurso-para-una-quinceanera/,0,9,0%,81.44
https://discurso360.com/pensamientos-cortos-para-graduados-de-preescolar/,0,9,0%,81.56
https://discurso360.com/palabras-de-despedida-de-primaria-cortas/,0,9,0%,82
https://discurso360.com/celebracion-50-anos-mujer/,0,9,0%,84
https://discurso360.com/como-iniciar-un-discurso-persuasivo/,0,9,0%,87.78
https://discurso360.com/palabras-de-despedida-para-los-ninos-de-6-grado/,0,9,0%,88.11
https://discurso360.com/ejemplo-de-discurso/,0,9,0%,89.33
https://discurso360.com/felicitar-recien-casados/,0,9,0%,89.44
https://discurso360.com/feliz-cumple-madrina/,0,8,0%,9.88
https://discurso360.com/discurso-de-presentacion-para-un-concurso-de-belleza/,0,8,0%,13.75
https://discurso360.com/padrinos-para-quinceanera/,0,8,0%,16.5
https://discurso360.com/palabras-de-bienvenida-a-un-evento-deportivo/,0,8,0%,18.75
https://discurso360.com/discurso-de-jubilacion-de-una-enfermera/,0,8,0%,23.5
https://discurso360.com/palabras-de-despedida-funeral-abuela/,0,8,0%,38.12
https://discurso360.com/palabras-de-bienvenida-para-un-sacerdote/,0,8,0%,38.75
https://discurso360.com/discursos-artisticos/,0,8,0%,44
https://discurso360.com/chistes-de-discurso-directo-e-indirecto-ejemplos/,0,8,0%,44.5
https://discurso360.com/category/navidad/,0,8,0%,48
https://discurso360.com/agradecimiento-por-participar-en-un-evento/,0,8,0%,54.38
https://discurso360.com/1-aniversario-de-negocio/,0,8,0%,54.5
https://discurso360.com/discurso-para-el-dia-de-la-madre-corto/,0,8,0%,56.62
https://discurso360.com/palabras-de-clausura-de-un-evento/,0,8,0%,57.88
https://discurso360.com/palabras-de-despedida-de-secundaria-para-llorar-cortas/,0,8,0%,58
https://discurso360.com/mensaje-de-agradecimiento-a-companeros-de-trabajo/,0,8,0%,58.38
https://discurso360.com/discursos-para-motivar/,0,8,0%,60.62
https://discurso360.com/feliz-18-cumpleanos/,0,8,0%,63.75
https://discurso360.com/palabras-de-bienvenida-a-una-reunion/,0,8,0%,63.88
https://discurso360.com/ideas-para-despedir-a-un-jubilado/,0,8,0%,64.12
https://discurso360.com/mensaje-de-despedida-a-un-amigo/,0,8,0%,68.25
https://discurso360.com/palabras-de-agradecimiento-de-graduacion-de-universidad/,0,8,0%,68.88
https://discurso360.com/agradecimiento-a-profesores-de-secundaria/,0,8,0%,72
https://discurso360.com/frases-de-agradecimiento-al-trabajo/,0,8,0%,73.62
https://discurso360.com/palabras-de-despedida-y-agradecimiento-laboral-a-mi-jefe/,0,8,0%,76
https://discurso360.com/mensajes-de-agradecimiento-al-equipo-de-trabajo/,0,8,0%,78.38
https://discurso360.com/agradecimiento-laboral-frases-de-agradecimiento-a-empleados/,0,8,0%,80.88
https://discurso360.com/palabras-de-agradecimiento-en-navidad/,0,8,0%,82.12
https://discurso360.com/estructura-de-un-discurso-ejemplos/,0,8,0%,82.62
https://discurso360.com/palabra-de-agradecimiento/,0,8,0%,82.75
https://discurso360.com/como-se-clausura-un-ciclo-escolar/,0,8,0%,83
https://discurso360.com/palabras-de-despedida-y-agradecimiento-de-graduacion/,0,8,0%,83.12
https://discurso360.com/palabras-de-agradecimiento-a-una-familia-especial/,0,8,0%,84.25
https://discurso360.com/frases-para-el-equipo-de-futbol/,0,8,0%,84.38
https://discurso360.com/gracias-equipo-de-trabajo/,0,8,0%,84.62
https://discurso360.com/mejores-discursos-de-agradecimiento/,0,8,0%,84.62
https://discurso360.com/palabras-de-despedida-de-5to-ano-de-primaria/,0,8,0%,85.25
https://discurso360.com/palabras-de-agradecimiento-por-mis-cumpleanos/,0,8,0%,85.62
https://discurso360.com/palabras-para-el-graduado/,0,8,0%,85.75
https://discurso360.com/frases-de-agradecimiento-por-mi-cumpleanos-cortas/,0,8,0%,90.12
https://discurso360.com/arreglo-de-brindis-para-xv-anos/,0,8,0%,90.62
https://discurso360.com/bodas-60-anos-juntos/,0,7,0%,8.14
https://discurso360.com/discurso-de-gwen-stacy/,0,7,0%,9.57
https://discurso360.com/festejo-60-anos/,0,7,0%,19.57
https://discurso360.com/palabras-de-agradecimiento-de-quinceanera-a-invitados-y-familiares/,0,7,0%,34
https://discurso360.com/feliz-60-cumpleanos-papa/,0,7,0%,35.57
https://discurso360.com/discurso-para-ninos/,0,7,0%,48.29
https://discurso360.com/poesia-de-despedida-a-los-alumnos-de-secundaria/,0,7,0%,51.14
https://discurso360.com/cuales-son-las-funciones-del-discurso-cinematografico/,0,7,0%,51.86
https://discurso360.com/palabras-para-un-joven-que-cumple-18-anos/,0,7,0%,53.86
https://discurso360.com/frases-para-concluir/,0,7,0%,55.57
https://discurso360.com/frases-aniversario-laboral/,0,7,0%,55.71
https://discurso360.com/chiste-con-discurso-indirecto-de-frutas/,0,7,0%,59.71
https://discurso360.com/palabras-de-despedida-para-ninos-de-preescolar-clausura/,0,7,0%,60
https://discurso360.com/mensaje-a-los-padres/,0,7,0%,60.29
https://discurso360.com/discursos-de-graduacion-bachillerato/,0,7,0%,60.57
https://discurso360.com/palabras-de-un-padre-fallecido-a-sus-hijos/,0,7,0%,60.86
https://discurso360.com/clausura-de-un-acto/,0,7,0%,61
https://discurso360.com/felicitar-aun-amigo-por-su-cumpleanos/,0,7,0%,61.29
https://discurso360.com/agradecimientos-de-graduacion/,0,7,0%,63
https://discurso360.com/palabras-de-agradecimiento-por-apoyo-a-una-escuela/,0,7,0%,64.29
https://discurso360.com/despedirse-de-un-amigo-fallecido/,0,7,0%,66.29
https://discurso360.com/mensaje-de-despedida-para-una-companera-de-trabajo/,0,7,0%,67
https://discurso360.com/palabras-para-despedir-el-ciclo-escolar/,0,7,0%,67.14
https://discurso360.com/lista-de-egresados-de-secundaria/,0,7,0%,68.43
https://discurso360.com/discurso-emotivo-para-una-amiga-que-se-casa/,0,7,0%,70.57
https://discurso360.com/palabras-de-homenaje-a-una-persona-fallecida/,0,7,0%,71.57
https://discurso360.com/palabras-de-despedida-de-quinto-a-sexto/,0,7,0%,72.14
https://discurso360.com/discurso-ester-exposito/,0,7,0%,73.29
https://discurso360.com/discurso-de-un-maestro-jubilado/,0,7,0%,73.57
https://discurso360.com/frase-para-agradecer-a-un-amigo/,0,7,0%,74.86
https://discurso360.com/palabras-de-despedida-para-fin-de-ano-escolar/,0,7,0%,74.86
https://discurso360.com/agradecimiento-bautizo/,0,7,0%,75.71
https://discurso360.com/discurso-de-graduacion-6-primaria/,0,7,0%,77.14
https://discurso360.com/discurso-del-metodo-resumen-por-capitulos/,0,7,0%,78.29
https://discurso360.com/palabras-para-despedir-a-un-difunto/,0,7,0%,79.71
https://discurso360.com/partes-del-discurso-en-ingles/,0,7,0%,81.43
https://discurso360.com/palabras-para-bodas-de-oro/,0,7,0%,82.57
https://discurso360.com/fiesta-de-graduacion-universitaria/,0,7,0%,83
https://discurso360.com/frase-para-mi-padre-fallecido/,0,7,0%,83
https://discurso360.com/palabras-de-despedida-para-alumnos-de-secundaria/,0,7,0%,84.29
https://discurso360.com/graduacion-de-ninos/,0,7,0%,85.14
https://discurso360.com/felicitar-a-mis-padres-por-su-aniversario/,0,7,0%,86.14
https://discurso360.com/mensaje-de-aniversario/,0,7,0%,86.29
https://discurso360.com/discurso-para-brindis-de-quinceanera/,0,7,0%,89.86
https://discurso360.com/agradecimiento-de-xv-anos/,0,7,0%,90.86
https://discurso360.com/ideas-para-fiestas-patronales/,0,6,0%,24
https://discurso360.com/agradecimiento-de-graduacion-a-mi-madre/,0,6,0%,25.33
https://discurso360.com/discurso-de-la-primavera/,0,6,0%,26.5
https://discurso360.com/carta-de-agradecimiento-a-mi-directora/,0,6,0%,28.33
https://discurso360.com/discurso-jw/,0,6,0%,31
https://discurso360.com/palabras-de-agradecimiento-a-mi-madre-en-mi-graduacion/,0,6,0%,36.33
https://discurso360.com/discurso-para-mi-abuelo/,0,6,0%,42.83
https://discurso360.com/poemas-de-despedida-para-alumnos-de-tercero-de-secundaria/,0,6,0%,46.67
https://discurso360.com/ejemplos-de-discurso-cientifico/,0,6,0%,49.17
https://discurso360.com/palabras-brindis-navideno/,0,6,0%,51.67
https://discurso360.com/discurso-de-oratoria-sobre-el-bullying-escolar/,0,6,0%,54.67
https://discurso360.com/mensaje-de-bienvenida-a-un-grupo/,0,6,0%,55.83
https://discurso360.com/discurso-de-oratoria-de-benito-juarez-para-primaria/,0,6,0%,58.67
https://discurso360.com/texto-para-una-madre-luchadora/,0,6,0%,60.5
https://discurso360.com/palabras-para-brindis-de-clausura/,0,6,0%,62.67
https://discurso360.com/agradecimiento-al-jefe/,0,6,0%,63
https://discurso360.com/discurso-para-el-dia-del-nino/,0,6,0%,65
https://discurso360.com/category/navidad/page/2/,0,6,0%,65.17
https://discurso360.com/aniversario-luctuoso-recuerdos-para-misa-de-un-ano-de-fallecido/,0,6,0%,66.83
https://discurso360.com/palabras-de-agradecimiento-a-mis-companeros-de-escuela/,0,6,0%,67.17
https://discurso360.com/palabras-para-brindis-de-boda/,0,6,0%,68.83
https://discurso360.com/gracias-companeros-de-trabajo/,0,6,0%,70.67
https://discurso360.com/felicidades-por-tu-ascenso/,0,6,0%,71.33
https://discurso360.com/ejemplos-de-oratoria/,0,6,0%,72.67
https://discurso360.com/un-brindis-frases/,0,6,0%,72.67
https://discurso360.com/discurso-academico-ejemplos/,0,6,0%,77.17
https://discurso360.com/discurso-de-un-hermano-a-su-hermana-en-su-boda/,0,6,0%,78.33
https://discurso360.com/palabras-de-agradecimiento-a-los-padres-de-familia/,0,6,0%,78.67
https://discurso360.com/el-mejor-discurso-de-graduacion-de-bachillerato/,0,6,0%,79.83
https://discurso360.com/discursos-sud/,0,6,0%,82
https://discurso360.com/universidad-agradecimiento-de-graduacion/,0,6,0%,82
https://discurso360.com/ceremonia-de-quinceanera/,0,6,0%,82.67
https://discurso360.com/frases-cortas-de-graduacion-de-primaria/,0,6,0%,83
https://discurso360.com/discurso-de-graduacion-universitaria/,0,6,0%,83.83
https://discurso360.com/frase-de-agradecimiento-de-graduacion/,0,6,0%,85.5
https://discurso360.com/quienes-brindan-con-la-quinceanera/,0,6,0%,86.33
https://discurso360.com/frases-de-despedida-de-un-companero/,0,6,0%,87.17
https://discurso360.com/mensajes-de-despedida-para-alumnos/,0,6,0%,87.5
https://discurso360.com/copas-de-brindis-para-15-anos/,0,6,0%,88.83
https://discurso360.com/frases-funebres-cortas/,0,6,0%,89.33
https://discurso360.com/frases-para-tu-padre-de-agradecimiento/,0,6,0%,90.67
https://discurso360.com/frase-de-agradecimiento-por-mi-cumple/,0,6,0%,91.33
https://discurso360.com/frases-gracias-por-compartir/,0,6,0%,91.33
https://discurso360.com/ejemplo-de-inauguracion-de-un-evento/,0,6,0%,93.33
https://discurso360.com/discurso-de-delegado/,0,5,0%,9.2
https://discurso360.com/discurso-de-franco/,0,5,0%,11.2
https://discurso360.com/palabras-de-agradecimiento-a-autoridades/,0,5,0%,11.6
https://discurso360.com/ejemplo-de-discurso-deliberativo/,0,5,0%,21
https://discurso360.com/recuerdos-para-misa-de-un-ano-de-fallecido/,0,5,0%,26.2
https://discurso360.com/felicitaciones-para-un-graduado-de-secundaria/,0,5,0%,32.2
https://discurso360.com/discurso-fiestas-patronales/,0,5,0%,34
https://discurso360.com/pedida-de-mano-con-los-padres/,0,5,0%,36.6
https://discurso360.com/discurso-espartanos-300/,0,5,0%,38.8
https://discurso360.com/palabras-del-director-en-la-clausura-del-ano-escolar/,0,5,0%,40.6
https://discurso360.com/discurso-de-graduacion-de-secundaria-que-haga-llorar/,0,5,0%,43.6
https://discurso360.com/el-discurso-de-severn-suzuki/,0,5,0%,43.8
https://discurso360.com/discurso-de-bienvenida-a-un-evento-de-lectura/,0,5,0%,44.2
https://discurso360.com/felices-50-anos-chistoso/,0,5,0%,44.4
https://discurso360.com/discurso-del-general-hux/,0,5,0%,45.6
https://discurso360.com/feliz-60-cumpleanos-gracioso/,0,5,0%,46.2
https://discurso360.com/mensajes-de-bienvenida-a-casa/,0,5,0%,47.2
https://discurso360.com/discurso-de-amor/,0,5,0%,48.8
https://discurso360.com/discurso-sobre-los-valores-humanos/,0,5,0%,53.2
https://discurso360.com/palabras-despedida-de-ano-empresarial/,0,5,0%,56
https://discurso360.com/discursos-de-graduacion-para-llorar/,0,5,0%,56.8
https://discurso360.com/texto-ceremonia-renovacion-votos-matrimoniales/,0,5,0%,57
https://discurso360.com/palabras-de-clausura-de-ciclo-escolar-secundaria/,0,5,0%,57.2
https://discurso360.com/palabras-para-alguien-que-cumple-50-anos/,0,5,0%,58.4
https://discurso360.com/agradecimiento-profe/,0,5,0%,59.2
https://discurso360.com/discurso-para-un-graduado/,0,5,0%,61
https://discurso360.com/mensaje-de-despedida-del-colegio/,0,5,0%,64
https://discurso360.com/superacion-personal-ejemplos/,0,5,0%,64.4
https://discurso360.com/agradecimiento-a-mis-padres-por-su-apoyo-en-mis-estudios/,0,5,0%,65.8
https://discurso360.com/palabras-de-agradecimiento-a-mis-padres-por-terminar-mi-carrera/,0,5,0%,66.6
https://discurso360.com/25-anos-de-matrimonio-reflexiones/,0,5,0%,67.8
https://discurso360.com/pensamientos-bodas-de-oro-matrimoniales/,0,5,0%,68
https://discurso360.com/discurso-de-despedida-universidad/,0,5,0%,69.2
https://discurso360.com/carta-de-agradecimiento-a-profesores/,0,5,0%,69.6
https://discurso360.com/category/despedida/,0,5,0%,69.8
https://discurso360.com/ejemplos-de-discurso-para-parlamento-infantil/,0,5,0%,72.4
https://discurso360.com/ideas-para-brindis-de-15-anos/,0,5,0%,72.4
https://discurso360.com/15-ano-ejemplo-de-protocolo-de-quince-anos/,0,5,0%,72.6
https://discurso360.com/ejemplo-de-discurso-politico-corto/,0,5,0%,72.6
https://discurso360.com/como-empezar-un-discurso-de-graduacion/,0,5,0%,73.2
https://discurso360.com/discurso-de-padrino-de-generacion-preparatoria/,0,5,0%,73.2
https://discurso360.com/palabras-bonitas-para-la-boda-de-mi-hermana/,0,5,0%,74
https://discurso360.com/graduacion-de-primaria/,0,5,0%,74.6
https://discurso360.com/como-felicitar-un-graduado/,0,5,0%,75.6
https://discurso360.com/no-hay-palabras-para-agradecerte/,0,5,0%,76.2
https://discurso360.com/palabras-de-agradecimiento-por-apoyo-en-momentos-dificiles/,0,5,0%,76.8
https://discurso360.com/frases-para-dar-las-gracias-a-un-amigo/,0,5,0%,77.2
https://discurso360.com/discurso-de-despedida-corto/,0,5,0%,77.6
https://discurso360.com/programa-de-clausura-de-fin-de-ano-escolar/,0,5,0%,79
https://discurso360.com/mensajes-para-quinceanera/,0,5,0%,79.4
https://discurso360.com/que-se-hace-en-una-inauguracion/,0,5,0%,79.8
https://discurso360.com/discurso-boda-hermano-gracioso/,0,5,0%,80.2
https://discurso360.com/discurso-sobre-el-valor-del-respeto/,0,5,0%,80.4
https://discurso360.com/discursos-de-despedida/,0,5,0%,81.2
https://discurso360.com/corto-discurso-para-boda/,0,5,0%,81.8
https://discurso360.com/palabras-de-agradecimiento-a-una-madre-fallecida/,0,5,0%,82.2
https://discurso360.com/palabras-para-agradecer-a-una-amiga-por-su-amistad/,0,5,0%,86.6
https://discurso360.com/palabras-para-alguien-que-se-gradua/,0,5,0%,86.8
https://discurso360.com/mensaje-de-bienvenida-a-alumnos/,0,5,0%,87.4
https://discurso360.com/que-es-un-discurso-informativo/,0,5,0%,94
https://discurso360.com/category/exito/,0,4,0%,1.5
https://discurso360.com/graduacion-sexto/,0,4,0%,3.25
https://discurso360.com/oficio-de-agradecimiento-de-trabajo/,0,4,0%,4.5
https://discurso360.com/reencuentro-amigas/,0,4,0%,4.75
https://discurso360.com/discursos/,0,4,0%,6.25
https://discurso360.com/discurso-neoliberal/,0,4,0%,7
https://discurso360.com/frases-de-inauguracion/,0,4,0%,8.5
https://discurso360.com/discurso-de-cole-gears-of-war-2/,0,4,0%,9
https://discurso360.com/palabras-de-agradecimiento-por-mi-titulo-profesional/,0,4,0%,9.25
https://discurso360.com/bodas-lesvianas/,0,4,0%,9.5
https://discurso360.com/parentesis-en-un-discurso-crucigrama/,0,4,0%,10.75
https://discurso360.com/discurso-de-alabanza-a-un-amigo/,0,4,0%,12.75
https://discurso360.com/discurso-para-ser-delegado-de-clase/,0,4,0%,17.5
https://discurso360.com/palabras-bonitas-para-una-hermana-que-se-casa/,0,4,0%,18.75
https://discurso360.com/discurso-de-agradecimiento-de-un-alcalde-escolar/,0,4,0%,21.25
https://discurso360.com/palabras-para-brindis-despedida-de-soltera/,0,4,0%,24.5
https://discurso360.com/comida-familiar/,0,4,0%,26
https://discurso360.com/carta-de-agradecimiento-por-obras-realizadas/,0,4,0%,28.5
https://discurso360.com/dar-bienvenida/,0,4,0%,29.75
https://discurso360.com/bachillerato-discurso-de-graduacion/,0,4,0%,31.75